hotelid,zone,mgrgroup,gdlat,gdlon,isstraightconnect,star
2375632,12378,0,NULL,NULL,T,0
2375813,656,0,NULL,NULL,T,2
2375813,656,0,31.05986404,120.3873978,F,2
2376559,863,0,31.46684265,120.7781448,F,2
2376559,863,0,31.46683693,120.7781448,F,2
2376559,863,0,NULL,NULL,T,2
2376559,863,0,NULL,NULL,F,2
2377103,-1,291,NULL,NULL,T,2
2377103,-1,291,31.26823044,120.6031113,F,2
2377103,-1,291,NULL,NULL,F,2
2377103,-1,291,31.26823044,120.6031113,T,2
2382909,656,0,NULL,NULL,T,2
2382909,656,0,31.42383766,120.4492722,F,2
2385751,1060,5,NULL,NULL,F,2
2385751,1060,5,31.3006897,120.6520844,F,2
2385751,1060,5,31.30075073,120.6519699,T,2
2385751,1060,5,NULL,NULL,T,2
2386825,12378,0,NULL,NULL,T,2
2386825,12378,0,NULL,NULL,F,2
2386825,12378,0,31.15711975,120.7216034,F,2
2386978,656,0,NULL,NULL,T,2
2386978,656,0,NULL,NULL,F,2
2386978,656,0,31.31986237,120.4047012,F,2
2394856,211,0,NULL,NULL,F,2
2394856,211,0,NULL,NULL,T,2
2394856,211,0,31.31955147,120.6125717,F,2
2401577,210,0,31.28863525,120.5640564,F,2
2401577,210,0,NULL,NULL,F,2
2401577,210,0,NULL,NULL,T,2
2402631,12378,0,NULL,NULL,T,2
2402631,12378,0,NULL,NULL,F,2
2402631,12378,0,31.15805626,120.7212372,F,2
2405085,689,322,31.31300354,120.6037979,F,2
2405085,689,322,NULL,NULL,F,2
2405085,689,322,NULL,NULL,T,2
2414687,211,0,NULL,NULL,F,2
2414687,211,0,31.32406425,120.635231,F,2
2414687,211,0,NULL,NULL,T,2
2416730,210,0,NULL,NULL,T,4
2416730,210,0,NULL,NULL,F,4
2416730,210,0,31.28812027,120.5545731,F,4
2419284,211,0,NULL,NULL,F,0
2419284,211,0,31.31976891,120.6324234,F,0
2425287,211,0,31.31232834,120.6143799,F,2
2425287,211,0,NULL,NULL,F,2
2425489,211,0,31.30895615,120.6322556,F,2
2425489,211,0,NULL,NULL,F,2
2425489,211,0,NULL,NULL,T,2
2432691,208,0,NULL,NULL,T,2
2432691,208,0,NULL,NULL,F,2
2432691,208,0,31.32260704,120.6026077,F,2
2432851,656,0,31.10336113,120.4101868,F,2
2432851,656,0,NULL,NULL,F,2
2437114,656,0,NULL,NULL,F,2
2437114,656,0,31.26838684,120.4435806,F,2
2438552,863,0,31.41665459,120.7763824,F,2
2438552,863,0,NULL,NULL,F,2
2448387,656,0,31.21482086,120.4097824,F,2
2448387,656,0,NULL,NULL,F,2
2453873,-1,0,NULL,NULL,F,2
2453873,-1,0,31.24608994,120.6150589,F,2
2453873,-1,0,NULL,NULL,T,2
2459680,1060,0,31.32995605,120.7219543,F,2
2459680,1060,0,NULL,NULL,F,2
2459920,1060,0,31.32816124,120.7072906,F,2
2459920,1060,0,NULL,NULL,F,2
2462396,689,0,NULL,NULL,T,2
2462396,689,0,31.31026649,120.6063156,F,2
2462396,689,0,NULL,NULL,F,2
2462810,656,0,31.12979317,120.317276,F,2
2462810,656,0,NULL,NULL,F,2
2462810,656,0,NULL,NULL,T,2
2463381,211,0,NULL,NULL,F,2
2463381,211,0,31.31310844,120.6244125,F,2
2463478,715,0,NULL,NULL,F,2
2463478,715,0,31.29177856,120.6351318,F,2
2543775,656,0,31.07328415,120.3613281,F,2
2543775,656,0,NULL,NULL,F,2
2547561,210,0,NULL,NULL,F,5
2547561,210,0,NULL,NULL,T,5
2547561,210,0,31.31118393,120.5630188,F,5
2559532,211,0,NULL,NULL,F,2
2559532,211,0,31.30903244,120.6327972,F,2
2569996,865,0,NULL,NULL,T,0
2569996,865,0,NULL,NULL,F,0
2569996,865,0,31.38436508,120.633461,F,0
2570235,12377,0,NULL,NULL,F,2
2570235,12377,0,NULL,NULL,T,2
2570235,12377,0,31.18036842,120.6728821,F,2
2572193,211,0,31.32151413,120.6201172,F,0
2572193,211,0,NULL,NULL,F,0
2572193,211,0,NULL,NULL,T,0
2579477,865,0,31.46823883,120.6536331,F,2
2579477,865,0,NULL,NULL,F,2
2579527,208,0,NULL,NULL,F,0
2579527,208,0,31.33090591,120.6041336,F,0
2579540,208,0,31.33653641,120.6024246,F,0
2579540,208,0,NULL,NULL,T,0
2579540,208,0,NULL,NULL,F,0
2584708,210,0,NULL,NULL,F,0
2584708,210,0,31.26618767,120.5406876,F,0
2584812,210,0,NULL,NULL,F,0
2584812,210,0,31.26520157,120.5408401,F,0
2584899,210,0,31.26550865,120.5410156,F,0
2584899,210,0,NULL,NULL,F,0
2596357,656,0,31.03157997,120.2914047,F,0
2596357,656,0,NULL,NULL,F,0
2596357,656,0,NULL,NULL,T,0
2596368,656,0,NULL,NULL,F,2
2596368,656,0,31.09651184,120.3839951,F,2
2596608,656,0,31.02687454,120.2898102,F,0
2596608,656,0,NULL,NULL,F,0
2596644,656,0,31.09505081,120.3836594,F,2
2596644,656,0,NULL,NULL,F,2
2599677,656,0,NULL,NULL,F,2
2599677,656,0,31.11065483,120.4047928,F,2
2600330,209,321,NULL,NULL,F,2
2600330,209,321,NULL,NULL,T,2
2600330,209,321,31.29767227,120.7347794,F,2
2600417,656,0,31.13042259,120.3019562,F,2
2600417,656,0,NULL,NULL,F,2
2600417,656,0,NULL,NULL,T,2
2602072,12375,0,NULL,NULL,F,0
2602072,12375,0,31.27011299,120.639183,F,0
2603035,210,0,31.26589775,120.5406265,F,0
2603035,210,0,NULL,NULL,F,0
2603035,210,0,NULL,NULL,T,0
2603062,715,0,NULL,NULL,F,0
2603062,715,0,31.2905941,120.6306458,F,0
2607595,656,0,NULL,NULL,F,2
2607595,656,0,NULL,NULL,T,2
2607595,656,0,31.07086945,120.3622284,F,2
2607958,863,0,31.44404984,120.762207,F,2
2607958,863,0,NULL,NULL,F,2
2608199,656,0,NULL,NULL,F,0
2608199,656,0,NULL,NULL,T,0
2608199,656,0,31.09593391,120.3832016,F,0
2608355,656,0,NULL,NULL,F,0
2608355,656,0,31.36239624,120.4537277,F,0
2608986,656,0,31.02769279,120.293602,F,0
2608986,656,0,NULL,NULL,F,0
2609086,656,0,NULL,NULL,F,0
2609086,656,0,31.03320313,120.2936401,F,0
2609100,210,0,NULL,NULL,F,0
2609100,210,0,31.26551247,120.5411072,F,0
2609139,656,0,31.02685738,120.2928543,F,0
2609139,656,0,NULL,NULL,F,0
2609185,656,0,NULL,NULL,T,0
2609185,656,0,NULL,NULL,F,0
2609185,656,0,31.02631569,120.2937622,F,0
2609225,656,0,NULL,NULL,T,0
2609225,656,0,31.03380394,120.2938538,F,0
2609225,656,0,NULL,NULL,F,0
2609409,656,0,31.02733421,120.2904205,F,0
2609409,656,0,NULL,NULL,F,0
2609469,656,0,31.02696228,120.2938156,F,0
2609469,656,0,NULL,NULL,F,0
2609524,656,0,NULL,NULL,F,0
2609524,656,0,NULL,NULL,T,0
2609524,656,0,31.02532959,120.2939377,F,0
2609571,656,0,31.0261116,120.2931595,F,0
2609571,656,0,NULL,NULL,F,0
2609708,656,0,NULL,NULL,T,2
2609708,656,0,31.15767097,120.2854462,F,2
2609708,656,0,NULL,NULL,F,2
2609851,-1,0,NULL,NULL,F,0
2609851,-1,0,31.44491196,120.8093109,F,0
2613931,211,0,NULL,NULL,F,2
2613931,211,0,31.32456589,120.6358643,F,2
2613931,211,0,NULL,NULL,T,2
2615127,656,0,31.06544495,120.2950058,F,3
2615127,656,0,NULL,NULL,F,3
2615127,656,0,NULL,NULL,T,3
2618720,656,0,NULL,NULL,F,2
2618720,656,0,31.06720352,120.3616562,F,2
2618720,656,0,NULL,NULL,T,2
2619009,689,0,31.30043221,120.6072006,F,2
2619009,689,0,NULL,NULL,F,2
2620084,689,0,31.2992382,120.6068954,F,2
2620084,689,0,NULL,NULL,F,2
2620116,863,0,NULL,NULL,F,2
2620116,863,0,NULL,NULL,T,2
2620116,863,0,31.42562675,120.7485886,F,2
2620297,656,0,NULL,NULL,T,0
2620297,656,0,31.02700043,120.2920609,F,0
2620297,656,0,NULL,NULL,F,0
2620406,656,0,NULL,NULL,F,0
2620406,656,0,31.02763367,120.2955093,F,0
2620406,656,0,NULL,NULL,T,0
2620428,656,0,31.05751991,120.3611526,F,2
2620428,656,0,NULL,NULL,F,2
2620437,656,0,NULL,NULL,F,0
2620437,656,0,31.03289223,120.2928696,F,0
2620514,656,0,31.02967072,120.3015823,F,0
2620514,656,0,NULL,NULL,T,0
2620514,656,0,NULL,NULL,F,0
2620538,656,0,31.03383636,120.294899,F,0
2620538,656,0,NULL,NULL,F,0
2620598,656,0,31.02682686,120.2948151,F,0
2620598,656,0,NULL,NULL,F,0
2620614,656,0,NULL,NULL,T,0
2620614,656,0,31.03354645,120.293335,F,0
2620614,656,0,NULL,NULL,F,0
2620661,656,0,NULL,NULL,F,0
2620661,656,0,NULL,NULL,T,0
2620661,656,0,31.02860451,120.2942734,F,0
2637261,656,0,31.11916161,120.2135162,F,2
2637261,656,0,NULL,NULL,F,2
2637261,656,0,NULL,NULL,T,2
2637379,656,0,31.08486938,120.4100113,F,2
2637379,656,0,NULL,NULL,T,2
2637379,656,0,NULL,NULL,F,2
2637422,656,0,NULL,NULL,F,0
2637422,656,0,NULL,NULL,T,0
2637422,656,0,31.03398895,120.2936325,F,0
2637476,656,0,NULL,NULL,T,0
2637476,656,0,31.03045273,120.3010864,F,0
2637476,656,0,NULL,NULL,F,0
2637572,1060,0,NULL,NULL,F,2
2637572,1060,0,31.35931015,120.7106018,F,2
2637620,656,0,31.08855247,120.2856216,F,2
2637620,656,0,NULL,NULL,T,2
2637620,656,0,NULL,NULL,F,2
2637723,656,0,31.02152061,120.2886353,F,2
2637723,656,0,NULL,NULL,F,2
2637723,656,0,NULL,NULL,T,2
2639515,656,0,31.07001305,120.3625565,F,2
2639515,656,0,NULL,NULL,T,2
2639515,656,0,NULL,NULL,F,2
2640415,-1,0,NULL,NULL,F,2
2640415,-1,0,NULL,NULL,T,2
2640415,-1,0,31.4233799,120.4525757,F,2
2644031,656,0,NULL,NULL,F,2
2644031,656,0,NULL,NULL,T,2
2644031,656,0,31.09851837,120.3843613,F,2
2644552,211,0,31.32221031,120.6175308,F,2
2644552,211,0,NULL,NULL,F,2
2644552,211,0,NULL,NULL,T,2
2649865,656,0,31.01907158,120.2871933,F,0
2649865,656,0,NULL,NULL,F,0
2650014,656,0,NULL,NULL,F,0
2650014,656,0,31.02718925,120.2961807,F,0
2650099,656,0,NULL,NULL,F,0
2650099,656,0,31.02775192,120.2955933,F,0
2650246,656,0,31.02567673,120.2877502,F,0
2650246,656,0,NULL,NULL,T,0
2650246,656,0,NULL,NULL,F,0
2650251,656,0,31.02760124,120.2984695,F,0
2650251,656,0,NULL,NULL,F,0
2650400,656,0,31.02100182,120.2883759,F,0
2650400,656,0,NULL,NULL,F,0
2650439,656,0,31.02126884,120.2891312,F,0
2650439,656,0,NULL,NULL,F,0
2650439,656,0,NULL,NULL,T,0
2650447,656,0,NULL,NULL,F,0
2650447,656,0,31.02195358,120.2869034,F,0
2650517,656,0,NULL,NULL,F,0
2650517,656,0,31.02693176,120.2939301,F,0
2650594,656,0,NULL,NULL,F,0
2650594,656,0,31.02105522,120.2883835,F,0
2651831,656,0,31.02209282,120.2861023,F,0
2651831,656,0,NULL,NULL,T,0
2651831,656,0,NULL,NULL,F,0
2651911,656,0,NULL,NULL,T,0
2651911,656,0,NULL,NULL,F,0
2651911,656,0,31.02800179,120.2926102,F,0
2652364,12376,0,NULL,NULL,F,2
2652364,12376,0,NULL,NULL,T,2
2652364,12376,0,31.21188545,120.589035,F,2
2653480,209,0,31.24906731,120.7279053,F,2
2653480,209,0,NULL,NULL,F,2
2655316,656,0,NULL,NULL,F,2
2655316,656,0,31.07418633,120.3602295,F,2
2655316,656,0,NULL,NULL,T,2
2655843,656,0,31.04750633,120.3462601,F,2
2655843,656,0,NULL,NULL,F,2
2656729,656,0,31.10977745,120.4052658,F,2
2656729,656,0,NULL,NULL,F,2
2657432,208,321,NULL,NULL,T,2
2657432,208,321,NULL,NULL,F,2
2657432,208,321,31.33953285,120.5969162,F,2
2657612,656,0,31.22332764,120.4633026,F,4
2657612,656,0,NULL,NULL,F,4
2657612,656,0,NULL,NULL,T,4
2661607,211,0,NULL,NULL,F,2
2661607,211,0,NULL,NULL,T,2
2661607,211,0,31.31724739,120.6335983,F,2
2661696,208,0,31.33094215,120.6017303,F,0
2661696,208,0,NULL,NULL,T,0
2661696,208,0,NULL,NULL,F,0
2663826,208,0,NULL,NULL,F,2
2663826,208,0,NULL,NULL,T,2
2663826,208,0,31.33306122,120.6120453,F,2
2668038,656,0,NULL,NULL,F,0
2668038,656,0,31.02660179,120.2943039,F,0
2668144,656,0,NULL,NULL,F,2
2668144,656,0,NULL,NULL,T,2
2668144,656,0,31.2594223,120.5081253,F,2
2668197,656,0,NULL,NULL,F,0
2668197,656,0,31.10418892,120.386673,F,0
2668197,656,0,NULL,NULL,T,0
2669071,656,0,31.02006531,120.2876053,F,0
2669071,656,0,NULL,NULL,F,0
2670389,-1,0,NULL,NULL,F,2
2670389,-1,0,NULL,NULL,T,2
2670389,-1,0,31.14571571,120.5466385,F,2
2676459,715,0,NULL,NULL,T,2
2676459,715,0,NULL,NULL,F,2
2676459,715,0,31.29771614,120.6351318,F,2
2678250,656,0,31.10488129,120.3868561,F,0
2678250,656,0,NULL,NULL,F,0
2680779,865,0,NULL,NULL,F,3
2680779,865,0,31.37969017,120.5887222,F,3
2680779,865,0,NULL,NULL,T,3
2680867,210,0,NULL,NULL,T,2
2680867,210,0,31.29038811,120.5735245,F,2
2680867,210,0,NULL,NULL,F,2
2681812,715,0,NULL,NULL,F,2
2681812,715,0,31.30534744,120.6501617,F,2
2681846,865,0,31.42916489,120.5559692,F,2
2681846,865,0,NULL,NULL,F,2
2681846,865,0,NULL,NULL,T,2
2683529,656,0,NULL,NULL,F,0
2683529,656,0,31.07535362,120.293335,F,0
2683577,656,0,NULL,NULL,F,0
2683577,656,0,31.07432556,120.2955246,F,0
2683577,656,0,NULL,NULL,T,0
2683629,656,0,NULL,NULL,F,0
2683629,656,0,31.23319817,120.4817429,F,0
2683648,656,0,NULL,NULL,T,0
2683648,656,0,NULL,NULL,F,0
2683648,656,0,31.23404503,120.4823303,F,0
2683674,656,0,NULL,NULL,F,0
2683674,656,0,31.23627281,120.4792557,F,0
2683709,656,0,31.07536888,120.3636627,F,0
2683709,656,0,NULL,NULL,F,0
2683806,656,0,NULL,NULL,F,2
2683806,656,0,31.08421135,120.4089737,F,2
2683978,1060,0,31.3182869,120.7208099,F,3
2683978,1060,0,NULL,NULL,F,3
2683978,1060,0,NULL,NULL,T,3
2685164,863,0,NULL,NULL,T,2
2685164,863,0,31.36074448,120.795845,F,2
2685164,863,0,NULL,NULL,F,2
2685512,656,0,31.07138252,120.296524,F,0
2685512,656,0,NULL,NULL,F,0
2685512,656,0,NULL,NULL,T,0
2687179,12378,0,31.1562233,120.7181091,F,2
2687179,12378,0,NULL,NULL,F,2
2687179,12378,0,NULL,NULL,T,2
2689506,656,0,NULL,NULL,F,0
2689506,656,0,31.15558243,120.3175888,F,0
2689511,656,0,NULL,NULL,T,0
2689511,656,0,NULL,NULL,F,0
2689511,656,0,31.15518951,120.3177948,F,0
2689541,656,0,NULL,NULL,T,0
2689541,656,0,NULL,NULL,F,0
2689541,656,0,31.18610954,120.3594894,F,0
2689548,-1,0,NULL,NULL,F,0
2689548,-1,0,31.23775291,120.5200195,F,0
2689573,656,0,31.19242287,120.364296,F,0
2689573,656,0,NULL,NULL,F,0
2689638,656,0,NULL,NULL,F,0
2689638,656,0,31.1536274,120.3175964,F,0
2689638,656,0,NULL,NULL,T,0
2689670,656,0,31.15479851,120.3179474,F,0
2689670,656,0,NULL,NULL,F,0
2689694,656,0,31.1937542,120.3655624,F,0
2689694,656,0,NULL,NULL,F,0
2689716,864,0,NULL,NULL,F,2
2689716,864,0,31.24657822,120.5186234,F,2
2689716,864,0,NULL,NULL,T,2
2689748,656,0,NULL,NULL,T,0
2689748,656,0,31.19001198,120.3628387,F,0
2689748,656,0,NULL,NULL,F,0
2689808,-1,0,31.23703957,120.5195694,F,0
2689808,-1,0,NULL,NULL,F,0
2689895,656,0,NULL,NULL,F,0
2689895,656,0,31.19076538,120.3640823,F,0
2689895,656,0,NULL,NULL,T,0
2689987,656,0,NULL,NULL,F,0
2689987,656,0,31.18980408,120.3641434,F,0
2690179,209,0,NULL,NULL,F,2
2690179,209,0,31.26278877,120.7465744,F,2
2690179,209,0,NULL,NULL,T,2
2690337,715,0,31.29099083,120.6359024,F,2
2690337,715,0,NULL,NULL,F,2
2690704,12378,0,NULL,NULL,T,2
2690704,12378,0,NULL,NULL,F,2
2690704,12378,0,31.15153503,120.7262039,F,2
2690918,656,0,NULL,NULL,F,0
2690918,656,0,31.15234375,120.3161087,F,0
2690918,656,0,NULL,NULL,T,0
2690987,-1,0,NULL,NULL,F,0
2690987,-1,0,31.23724937,120.5189972,F,0
2692046,656,0,31.10175323,120.3855362,F,0
2692046,656,0,NULL,NULL,F,0
2695755,715,0,NULL,NULL,F,2
2695755,715,0,31.28706169,120.6362076,F,2
2696494,656,0,31.13775253,120.4858017,F,0
2696494,656,0,NULL,NULL,F,0
2696538,656,0,NULL,NULL,F,0
2696538,656,0,NULL,NULL,T,0
2696538,656,0,31.15435982,120.3179703,F,0
2696555,864,0,31.31533813,120.5005493,F,0
2696555,864,0,NULL,NULL,F,0
2697017,864,0,31.3146286,120.5007095,F,0
2697017,864,0,NULL,NULL,F,0
2697030,656,0,31.32955742,120.404808,F,0
2697030,656,0,NULL,NULL,F,0
2697150,656,0,NULL,NULL,F,0
2697150,656,0,31.13795853,120.483223,F,0
2697206,656,0,NULL,NULL,F,0
2697206,656,0,31.13767815,120.4830856,F,0
2697261,656,0,NULL,NULL,F,0
2697261,656,0,31.12380219,120.4637375,F,0
2697381,656,0,NULL,NULL,F,0
2697381,656,0,NULL,NULL,T,0
2697381,656,0,31.19030571,120.5057526,F,0
2698101,656,0,31.13952065,120.4876328,F,0
2698101,656,0,NULL,NULL,F,0
2698222,656,0,NULL,NULL,F,0
2698222,656,0,31.13775826,120.4836655,F,0
2698262,-1,0,NULL,NULL,T,2
2698262,-1,0,NULL,NULL,F,2
2698262,-1,0,30.99077415,120.7080536,F,2
2698331,211,0,31.30957794,120.6267014,F,3
2698331,211,0,NULL,NULL,T,3
2698331,211,0,NULL,NULL,F,3
2698363,210,0,31.28386879,120.5324554,F,0
2698363,210,0,NULL,NULL,F,0
2699446,656,0,NULL,NULL,F,2
2699446,656,0,31.13049507,120.3107986,F,2
2699446,656,0,NULL,NULL,T,2
2699927,-1,0,31.23396683,120.5186691,F,0
2699927,-1,0,NULL,NULL,F,0
2699954,210,0,31.25400734,120.5746689,F,0
2699954,210,0,NULL,NULL,T,0
2699954,210,0,NULL,NULL,F,0
2700027,656,0,NULL,NULL,F,0
2700027,656,0,31.33025169,120.40522,F,0
2700685,656,0,NULL,NULL,F,0
2700685,656,0,NULL,NULL,T,0
2700685,656,0,31.16584969,120.5031586,F,0
2700834,864,0,NULL,NULL,F,2
2700834,864,0,NULL,NULL,T,2
2700834,864,0,31.26236725,120.5129318,F,2
2700911,210,0,31.30574226,120.5394974,F,0
2700911,210,0,NULL,NULL,F,0
2700911,210,0,NULL,NULL,T,0
2700947,864,0,31.27510262,120.5202332,F,0
2700947,864,0,NULL,NULL,F,0
2700970,12376,0,31.20888519,120.5908508,F,0
2700970,12376,0,NULL,NULL,F,0
2701000,864,0,NULL,NULL,F,0
2701000,864,0,31.26970291,120.5186081,F,0
2701026,864,0,31.26264763,120.5124207,F,0
2701026,864,0,NULL,NULL,F,0
2701084,-1,0,NULL,NULL,F,0
2701084,-1,0,31.23334312,120.6363678,F,0
2701094,-1,0,31.2332325,120.6364441,F,0
2701094,-1,0,NULL,NULL,F,0
2701144,210,0,31.30599022,120.5418472,F,0
2701144,210,0,NULL,NULL,F,0
2701144,210,0,NULL,NULL,T,0
2701165,12375,0,NULL,NULL,F,0
2701165,12375,0,31.24777412,120.6302185,F,0
2701241,-1,0,31.22353172,120.6298828,F,2
2701241,-1,0,NULL,NULL,F,2
2701285,12375,0,NULL,NULL,F,0
2701285,12375,0,31.24784279,120.6308365,F,0
2701951,211,0,NULL,NULL,F,2
2701951,211,0,NULL,NULL,T,2
2701951,211,0,31.30036545,120.6138992,F,2
2703089,210,0,31.30023575,120.5624771,F,0
2703089,210,0,NULL,NULL,F,0
2703133,-1,0,NULL,NULL,F,0
2703133,-1,0,31.23402596,120.6356735,F,0
2703144,-1,0,NULL,NULL,F,0
2703144,-1,0,31.23475075,120.632637,F,0
2703202,656,0,31.16534615,120.506958,F,0
2703202,656,0,NULL,NULL,F,0
2703261,-1,0,NULL,NULL,F,0
2703261,-1,0,NULL,NULL,T,0
2703261,-1,0,31.23350525,120.6324615,F,0
2703319,-1,0,NULL,NULL,T,0
2703319,-1,0,31.22496033,120.6289368,F,0
2703319,-1,0,NULL,NULL,F,0
2703344,656,0,31.16149902,120.5019531,F,0
2703344,656,0,NULL,NULL,F,0
2703408,-1,0,31.22872925,120.626976,F,2
2703408,-1,0,NULL,NULL,F,2
2703408,-1,0,NULL,NULL,T,2
2703522,656,0,31.16125488,120.5029068,F,0
2703522,656,0,NULL,NULL,F,0
2703609,-1,0,NULL,NULL,T,2
2703609,-1,0,NULL,NULL,F,2
2703609,-1,0,31.48235512,120.7290726,F,2
2703635,12375,0,NULL,NULL,F,0
2703635,12375,0,31.27573395,120.6376114,F,0
2710083,-1,0,31.23613167,120.6341095,F,0
2710083,-1,0,NULL,NULL,F,0
2710647,-1,0,31.23338509,120.6321411,F,0
2710647,-1,0,NULL,NULL,F,0
2710718,12378,0,31.15677071,120.716156,F,2
2710718,12378,0,NULL,NULL,F,2
2710718,12378,0,NULL,NULL,T,2
2711337,863,0,31.36674118,120.7790909,F,2
2711337,863,0,NULL,NULL,F,2
2713861,210,0,NULL,NULL,T,0
2713861,210,0,31.31112862,120.5462646,F,0
2713861,210,0,NULL,NULL,F,0
2713888,656,0,31.14126778,120.2655334,F,0
2713888,656,0,NULL,NULL,F,0
2713908,656,0,NULL,NULL,F,2
2713908,656,0,NULL,NULL,T,2
2713908,656,0,31.13271332,120.3087234,F,2
2713931,-1,0,31.2381382,120.6159363,F,0
2713931,-1,0,NULL,NULL,F,0
2713971,656,0,NULL,NULL,T,0
2713971,656,0,NULL,NULL,F,0
2713971,656,0,31.14116478,120.264801,F,0
2714001,-1,0,NULL,NULL,F,0
2714001,-1,0,31.22891426,120.6152725,F,0
2714004,12375,0,31.27397919,120.6160965,F,0
2714004,12375,0,NULL,NULL,T,0
2714004,12375,0,NULL,NULL,F,0
2714407,-1,0,31.26386452,120.5994034,F,2
2714407,-1,0,NULL,NULL,T,2
2714407,-1,0,NULL,NULL,F,2
2714662,209,5,31.3043232,120.7662048,F,2
2714662,209,5,NULL,NULL,T,2
2714662,209,5,NULL,NULL,F,2
2714662,209,5,-1,-1,T,2
2715242,210,0,31.30576324,120.539566,F,0
2715242,210,0,NULL,NULL,F,0
2715276,210,0,31.31004333,120.5479584,F,0
2715276,210,0,NULL,NULL,F,0
2715573,656,0,NULL,NULL,F,0
2715573,656,0,31.10769081,120.3902206,F,0
2715750,210,0,NULL,NULL,F,0
2715750,210,0,31.30580711,120.5402679,F,0
2715750,210,0,NULL,NULL,T,0
2716279,210,0,31.31680107,120.5533524,F,0
2716279,210,0,NULL,NULL,F,0
2716328,12376,0,NULL,NULL,F,0
2716328,12376,0,31.20876312,120.5912476,F,0
2716363,656,0,31.08946228,120.2872009,F,0
2716363,656,0,NULL,NULL,F,0
2716415,12376,0,NULL,NULL,F,0
2716415,12376,0,31.21115112,120.5841522,F,0
2716450,-1,0,31.2288723,120.6167374,F,0
2716450,-1,0,NULL,NULL,F,0
2716515,12378,0,31.15325165,120.7178497,F,0
2716515,12378,0,NULL,NULL,T,0
2716515,12378,0,NULL,NULL,F,0
2716530,12378,0,NULL,NULL,F,0
2716530,12378,0,NULL,NULL,T,0
2716530,12378,0,31.15533257,120.7121735,F,0
2716758,12378,0,NULL,NULL,F,0
2716758,12378,0,31.16305351,120.7034912,F,0
2717158,656,0,31.16044235,120.4665756,F,2
2717158,656,0,NULL,NULL,T,2
2717158,656,0,NULL,NULL,F,2
2717781,656,0,31.2169323,120.4173813,F,2
2717781,656,0,NULL,NULL,F,2
2719752,211,0,NULL,NULL,F,2
2719752,211,0,31.31537628,120.6284027,F,2
2720166,656,0,NULL,NULL,F,0
2720166,656,0,31.15394211,120.3178406,F,0
2720166,656,0,NULL,NULL,T,0
2720187,210,0,31.37312889,120.515625,F,0
2720187,210,0,NULL,NULL,F,0
2720187,210,0,NULL,NULL,T,0
2720304,12377,0,NULL,NULL,F,0
2720304,12377,0,NULL,NULL,T,0
2720304,12377,0,31.16286659,120.6795502,F,0
2720356,12377,0,NULL,NULL,F,0
2720356,12377,0,NULL,NULL,T,0
2720356,12377,0,31.16184807,120.678833,F,0
2720371,210,0,31.34246063,120.5390244,F,0
2720371,210,0,NULL,NULL,T,0
2720371,210,0,NULL,NULL,F,0
2720497,12376,0,NULL,NULL,F,0
2720497,12376,0,31.21207047,120.5833206,F,0
2720497,12376,0,NULL,NULL,T,0
2722334,209,0,NULL,NULL,F,2
2722334,209,0,NULL,NULL,T,2
2722334,209,0,31.34545517,120.7802048,F,2
2723424,-1,0,-1,-1,F,0
2724378,12377,0,NULL,NULL,F,0
2724378,12377,0,31.15476227,120.6409531,F,0
2724455,-1,0,31.05170059,120.7855911,F,0
2724455,-1,0,NULL,NULL,F,0
2724493,-1,0,NULL,NULL,F,0
2724493,-1,0,31.05434227,120.7809448,F,0
2724494,12377,0,31.15494156,120.6402969,F,0
2724494,12377,0,NULL,NULL,F,0
2725247,656,0,NULL,NULL,F,0
2725247,656,0,NULL,NULL,T,0
2725247,656,0,31.22357368,120.4636917,F,0
2725635,656,0,NULL,NULL,F,0
2725635,656,0,31.08203506,120.279129,F,0
2725719,12378,0,NULL,NULL,F,0
2725719,12378,0,31.15795898,120.7170486,F,0
2725920,12377,0,NULL,NULL,F,0
2725920,12377,0,31.18065071,120.6634445,F,0
2726008,12378,0,NULL,NULL,F,0
2726008,12378,0,NULL,NULL,T,0
2726008,12378,0,31.15307808,120.717186,F,0
2726097,211,0,31.31581879,120.6282272,F,0
2726097,211,0,NULL,NULL,T,0
2726097,211,0,NULL,NULL,F,0
2728868,12377,0,NULL,NULL,F,0
2728868,12377,0,31.1320076,120.6541214,F,0
2728924,12377,0,NULL,NULL,F,0
2728924,12377,0,31.13132095,120.6578598,F,0
2728949,12377,0,31.13182449,120.654274,F,0
2728949,12377,0,NULL,NULL,F,0
2728957,12377,0,31.13118935,120.6586838,F,0
2728957,12377,0,NULL,NULL,F,0
2728996,12377,0,NULL,NULL,F,0
2728996,12377,0,31.12924957,120.6567535,F,0
2729079,12377,0,31.13298988,120.6574173,F,0
2729079,12377,0,NULL,NULL,F,0
2729130,12377,0,31.13067627,120.6561813,F,0
2729130,12377,0,NULL,NULL,F,0
2729163,12377,0,NULL,NULL,F,0
2729163,12377,0,31.13277817,120.6569977,F,0
2729891,12377,0,31.13111305,120.6544571,F,0
2729891,12377,0,NULL,NULL,F,0
2729939,12377,0,31.13058472,120.6543961,F,0
2729939,12377,0,NULL,NULL,F,0
2729998,12377,0,31.12310982,120.6563263,F,0
2729998,12377,0,NULL,NULL,F,0
2730089,12377,0,NULL,NULL,F,0
2730089,12377,0,31.13036156,120.6552734,F,0
2730134,12377,0,31.118927,120.6578979,F,0
2730134,12377,0,NULL,NULL,F,0
