starttime,hotelid,notcancelcii
2015-11-9,2385751,21
2015-11-9,2690179,3
2015-11-9,2776082,13
2015-11-9,3009358,5
2015-11-9,3018433,27
2015-11-9,3069668,7
2015-11-9,3329414,3
2015-11-9,352941,53
2015-11-9,375003,13
2015-11-9,376800,5
2015-11-9,382749,31
2015-11-9,392481,19
2015-11-9,427515,5
2015-11-9,432833,25
2015-11-9,433206,19
2015-11-9,435498,5
2015-11-9,436236,5
2015-11-9,438637,19
2015-11-9,442909,13
2015-11-9,444381,27
2015-11-9,444756,3
2015-11-9,444795,3
2015-11-9,445072,5
2015-11-9,449729,9
2015-11-9,453937,25
2015-11-9,454474,35
2015-11-9,462210,3
2015-11-9,468493,5
2015-11-9,485359,7
2015-11-9,485945,5
2015-11-9,486386,3
2015-11-9,491916,3
2015-11-9,493182,11
2015-11-9,495222,19
2015-11-9,497979,29
2015-11-9,498716,49
2015-11-9,683555,7
2015-11-9,731974,5
2015-11-9,802560,3
2015-11-9,814976,11
2015-11-9,910082,7
2015-11-9,937732,3
2015-11-9,942523,33
2015-11-9,983749,13
2015-11-9,1067770,9
2015-11-9,1074655,5
2015-11-9,1126019,13
2015-11-9,1126035,11
2015-11-9,1202193,3
2015-11-9,1206419,27
2015-11-9,1206593,9
2015-11-9,1207214,7
2015-11-9,1207579,19
2015-11-9,1228196,3
2015-11-9,1236462,41
2015-11-9,1257787,5
2015-11-9,1258233,5
2015-11-9,1287295,15
2015-11-9,1348320,3
2015-11-9,1385258,5
2015-11-9,1407386,7
2015-11-9,1451864,5
2015-11-9,1452010,25
2015-11-9,1465799,5
2015-11-9,1517705,9
2015-11-9,1525580,17
2015-11-9,1526762,5
2015-11-9,1526986,3
2015-11-9,1535514,9
2015-11-9,1541943,15
2015-11-9,1542140,3
2015-11-9,1615282,3
2015-11-9,1620057,7
2015-11-9,1677685,55
2015-11-9,1685484,9
2015-11-9,1690492,15
2015-11-9,1707763,5
2015-11-9,1709401,99
2015-11-9,1712976,7
2015-11-9,1735053,7
2015-11-9,1735511,3
2015-11-9,1735646,11
2015-11-9,1747562,5
2015-11-9,1752391,5
2015-11-9,1761658,11
2015-11-9,1763991,3
2015-11-9,1814584,3
2015-11-9,1830667,5
2015-11-9,1861606,3
2015-11-9,1875815,19
2015-11-9,1902946,7
2015-11-9,1904391,3
2015-11-9,1904820,3
2015-11-9,1906656,5
2015-11-9,1921416,3
2015-11-9,1928156,7
2015-11-9,2010324,3
2015-11-9,2110800,7
2015-11-9,2111306,3
2015-11-9,2178967,3
2015-11-9,2189113,3
2015-11-9,2259796,5
2015-11-9,2348733,3
2015-11-9,2362405,3
2015-11-9,2362658,27
2015-11-9,2657612,3
2015-11-9,2669071,7
2015-11-9,2683978,7
2015-11-9,2722334,3
2015-11-9,2733491,9
2015-11-9,2779055,3
2015-11-9,2864465,7
2015-11-9,2867523,3
2015-11-9,2982557,3
2015-11-9,2988308,25
2015-11-9,3025275,5
2015-11-9,3125879,3
2015-11-9,3194672,3
2015-11-9,353729,5
2015-11-9,354071,3
2015-11-9,376665,55
2015-11-9,376734,31
2015-11-9,376846,43
2015-11-9,385788,9
2015-11-9,400713,133
2015-11-9,438861,23
2015-11-9,439053,37
2015-11-9,441209,13
2015-11-9,443173,35
2015-11-9,443230,71
2015-11-9,443563,13
2015-11-9,445230,3
2015-11-9,455417,25
2015-11-9,455847,23
2015-11-9,457639,21
2015-11-9,465000,19
2015-11-9,480402,5
2015-11-9,483339,13
2015-11-9,485214,17
2015-11-9,485354,25
2015-11-9,485485,3
2015-11-9,491009,31
2015-11-9,493151,5
2015-11-9,497880,3
2015-11-9,498396,9
2015-11-9,524713,3
2015-11-9,547841,35
2015-11-9,619600,5
2015-11-9,673255,3
2015-11-9,677337,5
2015-11-9,753355,3
2015-11-9,760716,5
2015-11-9,923828,37
2015-11-9,930326,15
2015-11-9,935411,3
2015-11-9,946096,25
2015-11-9,972506,23
2015-11-9,988366,5
2015-11-9,988426,5
2015-11-9,991230,3
2015-11-9,999597,11
2015-11-9,1101631,5
2015-11-9,1106684,17
2015-11-9,1188650,27
2015-11-9,1206492,19
2015-11-9,1207073,7
2015-11-9,1207166,9
2015-11-9,1207496,11
2015-11-9,1207706,3
2015-11-9,1285381,9
2015-11-9,1320555,23
2015-11-9,1333915,13
2015-11-9,1377758,21
2015-11-9,1422804,15
2015-11-9,1446599,3
2015-11-9,1447549,3
2015-11-9,1488015,5
2015-11-9,1488024,3
2015-11-9,1507659,41
2015-11-9,1521818,5
2015-11-9,1525653,3
2015-11-9,1526681,29
2015-11-9,1543382,3
2015-11-9,1548390,3
2015-11-9,1558911,5
2015-11-9,1565864,3
2015-11-9,1566049,3
2015-11-9,1575878,7
2015-11-9,1576201,9
2015-11-9,1582297,5
2015-11-9,1685727,3
2015-11-9,1687527,5
2015-11-9,1695798,5
2015-11-9,1698222,13
2015-11-9,1730553,3
2015-11-9,1732808,9
2015-11-9,1735678,5
2015-11-9,1735725,5
2015-11-9,1758403,5
2015-11-9,1793350,13
2015-11-9,1799747,3
2015-11-9,1812361,11
2015-11-9,1816938,7
2015-11-9,1817806,3
2015-11-9,1865708,5
2015-11-9,1875303,3
2015-11-9,1875694,3
2015-11-9,1903315,5
2015-11-9,1921233,3
2015-11-9,1921482,3
2015-11-9,1938266,3
2015-11-9,1942503,5
2015-11-9,2082793,3
2015-11-9,2102330,7
2015-11-9,2137963,3
2015-11-9,2143443,5
2015-11-9,2145931,3
2015-11-9,2188970,3
2015-11-9,2192423,5
2015-11-9,2208841,11
2015-11-9,2319209,5
2015-11-9,2377103,11
2015-11-9,2613931,5
2015-11-9,2698331,9
2015-11-9,2781324,5
2015-11-9,2932111,25
2015-11-9,3041471,7
2015-11-9,3180956,3
2015-11-9,3240256,9
2015-11-10,352972,15
2015-11-10,376834,17
2015-11-10,382765,59
2015-11-10,400229,5
2015-11-10,404224,29
2015-11-10,404868,11
2015-11-10,425560,127
2015-11-10,435150,27
2015-11-10,438233,11
2015-11-10,438644,13
2015-11-10,440020,29
2015-11-10,443426,11
2015-11-10,444258,7
2015-11-10,458431,57
2015-11-10,458583,7
2015-11-10,485319,7
2015-11-10,485598,9
2015-11-10,495558,3
2015-11-10,496651,61
2015-11-10,498223,79
2015-11-10,498416,9
2015-11-10,787610,37
2015-11-10,873508,3
2015-11-10,896007,9
2015-11-10,943212,7
2015-11-10,944521,5
2015-11-10,988288,25
2015-11-10,991179,25
2015-11-10,1026444,13
2015-11-10,1125958,9
2015-11-10,1134251,3
2015-11-10,1140655,13
2015-11-10,1193751,3
2015-11-10,1206530,3
2015-11-10,1206696,13
2015-11-10,1206742,5
2015-11-10,1256182,5
2015-11-10,1274488,13
2015-11-10,1316335,15
2015-11-10,1320058,3
2015-11-10,1392349,3
2015-11-10,1436250,3
2015-11-10,1487764,7
2015-11-10,1487914,5
2015-11-10,1489811,5
2015-11-10,1503351,7
2015-11-10,1507592,7
2015-11-10,1517221,9
2015-11-10,1525502,9
2015-11-10,1525834,5
2015-11-10,1525878,11
2015-11-10,1526178,7
2015-11-10,1526309,5
2015-11-10,1526603,25
2015-11-10,1526740,13
2015-11-10,1526862,5
2015-11-10,1527084,3
2015-11-10,1542118,3
2015-11-10,1542793,5
2015-11-10,1542901,21
2015-11-10,1575384,19
2015-11-10,1575915,15
2015-11-10,1603498,5
2015-11-10,1626917,3
2015-11-10,1660330,7
2015-11-10,1677914,15
2015-11-10,1685853,7
2015-11-10,1688052,9
2015-11-10,1694704,21
2015-11-10,1724725,3
2015-11-10,1735204,5
2015-11-10,1736381,3
2015-11-10,1752323,3
2015-11-10,1757655,3
2015-11-10,1761848,3
2015-11-10,1812367,5
2015-11-10,1840172,3
2015-11-10,1845683,5
2015-11-10,1866603,11
2015-11-10,1928015,3
2015-11-10,2000263,15
2015-11-10,2022783,19
2015-11-10,2099261,13
2015-11-10,2145622,21
2015-11-10,2188751,3
2015-11-10,2192941,7
2015-11-10,2197465,3
2015-11-10,2325843,5
2015-11-10,2374719,3
2015-11-10,2405085,5
2015-11-10,2419284,5
2015-11-10,2547561,35
2015-11-10,2864562,7
2015-11-10,3019374,11
2015-11-10,3234715,5
2015-11-10,3237407,3
2015-11-10,351661,21
2015-11-10,352934,19
2015-11-10,376630,19
2015-11-10,392426,65
2015-11-10,394138,5
2015-11-10,401156,33
2015-11-10,405110,37
2015-11-10,424248,27
2015-11-10,427497,49
2015-11-10,434059,5
2015-11-10,434336,7
2015-11-10,440993,17
2015-11-10,442850,13
2015-11-10,443364,19
2015-11-10,448227,11
2015-11-10,451841,25
2015-11-10,451932,15
2015-11-10,453345,25
2015-11-10,453399,31
2015-11-10,459432,13
2015-11-10,462197,5
2015-11-10,478371,65
2015-11-10,478541,7
2015-11-10,478799,11
2015-11-10,482488,19
2015-11-10,485127,7
2015-11-10,485507,21
2015-11-10,494836,17
2015-11-10,495313,27
2015-11-10,496978,49
2015-11-10,497954,3
2015-11-10,547848,7
2015-11-10,704566,7
2015-11-10,711529,3
2015-11-10,721379,19
2015-11-10,748694,3
2015-11-10,753169,7
2015-11-10,787080,5
2015-11-10,869751,33
2015-11-10,895973,3
2015-11-10,916149,3
2015-11-10,930495,5
2015-11-10,937663,5
2015-11-10,988350,17
2015-11-10,991212,13
2015-11-10,1008816,13
2015-11-10,1072635,11
2015-11-10,1126066,3
2015-11-10,1139367,19
2015-11-10,1206515,5
2015-11-10,1206544,23
2015-11-10,1206840,9
2015-11-10,1206878,5
2015-11-10,1207866,3
2015-11-10,1236678,9
2015-11-10,1238331,15
2015-11-10,1303442,5
2015-11-10,1318670,17
2015-11-10,1419445,13
2015-11-10,1451915,3
2015-11-10,1507696,3
2015-11-10,1515109,51
2015-11-10,1520595,7
2015-11-10,1525524,5
2015-11-10,1526203,5
2015-11-10,1526623,7
2015-11-10,1526641,5
2015-11-10,1526823,19
2015-11-10,1542589,27
2015-11-10,1575919,15
2015-11-10,1618842,7
2015-11-10,1677647,11
2015-11-10,1677898,3
2015-11-10,1678059,37
2015-11-10,1683533,5
2015-11-10,1730412,5
2015-11-10,1735285,3
2015-11-10,1735965,5
2015-11-10,1764215,5
2015-11-10,1766430,3
2015-11-10,1788758,23
2015-11-10,1812351,3
2015-11-10,1814796,21
2015-11-10,1816480,13
2015-11-10,1822113,3
2015-11-10,1832042,9
2015-11-10,1845703,23
2015-11-10,1889294,7
2015-11-10,1896351,3
2015-11-10,1902733,7
2015-11-10,1928269,13
2015-11-10,1949001,3
2015-11-10,1968626,9
2015-11-10,2043852,3
2015-11-10,2069419,13
2015-11-10,2160304,3
2015-11-10,2164979,7
2015-11-10,2165485,3
2015-11-10,2189173,3
2015-11-10,2205636,3
2015-11-10,2238272,3
2015-11-10,2300838,9
2015-11-10,2324014,21
2015-11-10,2362770,5
2015-11-10,2416730,49
2015-11-10,2570235,7
2015-11-10,2731320,5
2015-11-10,2732176,7
2015-11-10,2953097,3
2015-11-10,2975433,3
2015-11-10,3018443,11
2015-11-10,3287943,3
2015-11-10,351642,11
2015-11-10,376673,25
2015-11-10,382789,39
2015-11-10,382884,29
2015-11-10,385765,47
2015-11-10,399307,95
2015-11-10,436130,25
2015-11-10,436187,73
2015-11-10,439740,11
2015-11-10,441291,27
2015-11-10,443793,3
2015-11-10,444549,19
2015-11-10,445115,5
2015-11-10,446299,31
2015-11-10,446493,57
2015-11-10,448029,7
2015-11-10,448674,3
2015-11-10,461483,13
2015-11-10,478580,3
2015-11-10,481889,13
2015-11-10,485637,3
2015-11-10,486234,3
2015-11-10,498607,53
2015-11-10,498644,19
2015-11-10,548928,15
2015-11-10,705325,3
2015-11-10,721880,19
2015-11-10,814770,3
2015-11-10,874429,29
2015-11-10,917961,9
2015-11-10,991165,13
2015-11-10,992671,3
2015-11-10,1087593,35
2015-11-10,1134202,3
2015-11-10,1158301,5
2015-11-10,1206246,23
2015-11-10,1206458,13
2015-11-10,1207130,5
2015-11-10,1207675,25
2015-11-10,1207843,5
2015-11-10,1218927,11
2015-11-10,1218968,3
2015-11-10,1218994,3
2015-11-10,1227694,5
2015-11-10,1234560,5
2015-11-10,1246555,3
2015-11-10,1247673,5
2015-11-10,1311435,27
2015-11-10,1323294,5
2015-11-10,1374660,11
2015-11-10,1487825,3
2015-11-10,1487979,3
2015-11-10,1494830,11
2015-11-10,1499435,13
2015-11-10,1525614,3
2015-11-10,1525804,17
2015-11-10,1526231,11
2015-11-10,1526531,7
2015-11-10,1575922,5
2015-11-10,1656903,3
2015-11-10,1659913,3
2015-11-10,1677592,47
2015-11-10,1678077,11
2015-11-10,1678153,5
2015-11-10,1731137,5
2015-11-10,1735624,3
2015-11-10,1747626,3
2015-11-10,1752258,5
2015-11-10,1814389,3
2015-11-10,1820740,3
2015-11-10,1831203,3
2015-11-10,1832686,13
2015-11-10,1845690,3
2015-11-10,1866127,3
2015-11-10,1981542,5
2015-11-10,1989162,5
2015-11-10,2021651,15
2015-11-10,2066165,3
2015-11-10,2111007,3
2015-11-10,2124634,3
2015-11-10,2126937,51
2015-11-10,2165141,3
2015-11-10,2188917,5
2015-11-10,2188926,3
2015-11-10,2290527,5
2015-11-10,2341724,15
2015-11-10,2371859,7
2015-11-10,2373499,19
2015-11-10,2385751,17
2015-11-10,2701094,3
2015-11-10,2776082,19
2015-11-10,3009358,3
2015-11-10,3018433,33
2015-11-10,352941,39
2015-11-10,375003,13
2015-11-10,376800,7
2015-11-10,382749,29
2015-11-10,392481,27
2015-11-10,427515,9
2015-11-10,432833,13
2015-11-10,433206,15
2015-11-10,436236,17
2015-11-10,438637,23
2015-11-10,442909,11
2015-11-10,444381,21
2015-11-10,444795,5
2015-11-10,445072,13
2015-11-10,449729,3
2015-11-10,453937,31
2015-11-10,454474,39
2015-11-10,462210,7
2015-11-10,481935,5
2015-11-10,485359,5
2015-11-10,485945,3
2015-11-10,486386,3
2015-11-10,493182,7
2015-11-10,495222,13
2015-11-10,497979,23
2015-11-10,498716,53
2015-11-10,683555,15
2015-11-10,731974,9
2015-11-10,790346,3
2015-11-10,814976,7
2015-11-10,874136,5
2015-11-10,935199,3
2015-11-10,942523,29
2015-11-10,943557,7
2015-11-10,983749,9
2015-11-10,1013234,5
2015-11-10,1067258,3
2015-11-10,1067770,7
2015-11-10,1072672,3
2015-11-10,1074655,7
2015-11-10,1126019,13
2015-11-10,1126035,13
2015-11-10,1202193,5
2015-11-10,1206419,17
2015-11-10,1206593,23
2015-11-10,1207214,21
2015-11-10,1207579,29
2015-11-10,1228196,3
2015-11-10,1236462,35
2015-11-10,1257787,5
2015-11-10,1258233,9
2015-11-10,1287295,11
2015-11-10,1304012,3
2015-11-10,1313071,5
2015-11-10,1348320,3
2015-11-10,1385258,3
2015-11-10,1411080,5
2015-11-10,1443024,3
2015-11-10,1451864,3
2015-11-10,1452010,23
2015-11-10,1465799,5
2015-11-10,1525580,11
2015-11-10,1526762,7
2015-11-10,1526986,7
2015-11-10,1535514,5
2015-11-10,1541943,23
2015-11-10,1542140,3
2015-11-10,1562304,5
2015-11-10,1611401,9
2015-11-10,1620057,3
2015-11-10,1677685,27
2015-11-10,1678141,9
2015-11-10,1685484,3
2015-11-10,1690492,13
2015-11-10,1709401,53
2015-11-10,1726795,3
2015-11-10,1735053,7
2015-11-10,1735511,3
2015-11-10,1735646,13
2015-11-10,1747562,9
2015-11-10,1752391,5
2015-11-10,1761658,5
2015-11-10,1763991,3
2015-11-10,1793260,3
2015-11-10,1814584,3
2015-11-10,1830667,3
2015-11-10,1861606,5
2015-11-10,1875815,29
2015-11-10,1902946,15
2015-11-10,1904391,5
2015-11-10,1904820,3
2015-11-10,1906656,3
2015-11-10,1921416,3
2015-11-10,2111306,3
2015-11-10,2178967,3
2015-11-10,2188943,3
2015-11-10,2189113,7
2015-11-10,2259796,11
2015-11-10,2348733,7
2015-11-10,2362658,23
2015-11-10,2657612,9
2015-11-10,2683978,9
2015-11-10,2722334,3
2015-11-10,2864465,5
2015-11-10,2988308,9
2015-11-10,3025275,5
2015-11-10,3125879,3
2015-11-10,3194672,15
2015-11-10,3202264,3
2015-11-10,353729,3
2015-11-10,376665,65
2015-11-10,376734,41
2015-11-10,376846,49
2015-11-10,385788,31
2015-11-10,400713,97
2015-11-10,438861,25
2015-11-10,439053,31
2015-11-10,441209,3
2015-11-10,443173,15
2015-11-10,443230,87
2015-11-10,443563,11
2015-11-10,445230,7
2015-11-10,455417,33
2015-11-10,455847,13
2015-11-10,457639,23
2015-11-10,464470,3
2015-11-10,465000,35
2015-11-10,480402,5
2015-11-10,483339,15
2015-11-10,485214,21
2015-11-10,485354,19
2015-11-10,485485,5
2015-11-10,491009,55
2015-11-10,493151,5
2015-11-10,498396,13
2015-11-10,524713,3
2015-11-10,547841,55
2015-11-10,619600,9
2015-11-10,673255,3
2015-11-10,677337,3
2015-11-10,923828,31
2015-11-10,930326,27
2015-11-10,935411,5
2015-11-10,946096,19
2015-11-10,950440,7
2015-11-10,972506,13
2015-11-10,988426,5
2015-11-10,991230,5
2015-11-10,999597,11
2015-11-10,1101631,5
2015-11-10,1106684,13
2015-11-10,1188650,37
2015-11-10,1206492,15
2015-11-10,1207073,9
2015-11-10,1207166,13
2015-11-10,1207496,11
2015-11-10,1207706,3
2015-11-10,1285381,5
2015-11-10,1320555,19
2015-11-10,1333915,15
2015-11-10,1377758,13
2015-11-10,1422804,9
2015-11-10,1446547,3
2015-11-10,1469815,5
2015-11-10,1488015,3
2015-11-10,1488024,3
2015-11-10,1488060,3
2015-11-10,1507659,55
2015-11-10,1525653,3
2015-11-10,1526681,53
2015-11-10,1566049,3
2015-11-10,1575878,9
2015-11-10,1582297,3
2015-11-10,1685727,3
2015-11-10,1689696,3
2015-11-10,1695798,7
2015-11-10,1698222,13
2015-11-10,1730553,3
2015-11-10,1731171,3
2015-11-10,1732808,15
2015-11-10,1735148,7
2015-11-10,1735678,7
2015-11-10,1735725,15
2015-11-10,1747669,7
2015-11-10,1771106,3
2015-11-10,1793350,5
2015-11-10,1816938,5
2015-11-10,1817806,5
2015-11-10,1831258,5
2015-11-10,1865708,5
2015-11-10,1871262,3
2015-11-10,1921233,5
2015-11-10,1921482,5
2015-11-10,1929109,3
2015-11-10,1938266,5
2015-11-10,1942503,3
2015-11-10,2097224,3
2015-11-10,2102330,5
2015-11-10,2137963,3
2015-11-10,2143443,5
2015-11-10,2145931,9
2015-11-10,2158125,3
2015-11-10,2188970,3
2015-11-10,2208841,11
2015-11-10,2274786,3
2015-11-10,2300959,5
2015-11-10,2319209,9
2015-11-10,2377103,7
2015-11-10,2613931,5
2015-11-10,2698331,11
2015-11-10,2781324,7
2015-11-10,2927494,3
2015-11-10,3024209,3
2015-11-10,3041471,5
2015-11-10,3138156,3
2015-11-10,3180956,3
2015-11-10,3240256,23
2015-11-11,352972,21
2015-11-11,376834,33
2015-11-11,382765,59
2015-11-11,400229,25
2015-11-11,404224,47
2015-11-11,404868,37
2015-11-11,425560,61
2015-11-11,435150,43
2015-11-11,438233,15
2015-11-11,438644,7
2015-11-11,440020,33
2015-11-11,444258,11
2015-11-11,457059,5
2015-11-11,458431,31
2015-11-11,458583,5
2015-11-11,485208,3
2015-11-11,485319,11
2015-11-11,493433,3
2015-11-11,495558,7
2015-11-11,496651,65
2015-11-11,498223,55
2015-11-11,498416,15
2015-11-11,549524,3
2015-11-11,723934,3
2015-11-11,753083,5
2015-11-11,787610,51
2015-11-11,814273,3
2015-11-11,873508,3
2015-11-11,896007,17
2015-11-11,930376,17
2015-11-11,930483,3
2015-11-11,943212,9
2015-11-11,944521,7
2015-11-11,988288,15
2015-11-11,991179,19
2015-11-11,1026444,7
2015-11-11,1125958,11
2015-11-11,1134251,3
2015-11-11,1140655,13
2015-11-11,1193596,15
2015-11-11,1193751,5
2015-11-11,1206306,3
2015-11-11,1206696,7
2015-11-11,1206742,13
2015-11-11,1223643,3
2015-11-11,1238263,3
2015-11-11,1246985,3
2015-11-11,1274488,25
2015-11-11,1316335,11
2015-11-11,1436250,3
2015-11-11,1487764,5
2015-11-11,1487914,3
2015-11-11,1489811,5
2015-11-11,1503351,13
2015-11-11,1507592,9
2015-11-11,1517221,9
2015-11-11,1525502,3
2015-11-11,1525834,7
2015-11-11,1525863,5
2015-11-11,1525878,15
2015-11-11,1526309,5
2015-11-11,1526603,39
2015-11-11,1526740,17
2015-11-11,1526862,7
2015-11-11,1527084,7
2015-11-11,1542118,5
2015-11-11,1542793,3
2015-11-11,1542901,39
2015-11-11,1575384,11
2015-11-11,1575915,25
2015-11-11,1577509,3
2015-11-11,1603498,3
2015-11-11,1660330,3
2015-11-11,1667401,11
2015-11-11,1677914,45
2015-11-11,1685853,13
2015-11-11,1694704,31
2015-11-11,1705430,7
2015-11-11,1735204,9
2015-11-11,1736381,7
2015-11-11,1812367,7
2015-11-11,1839430,5
2015-11-11,1845683,3
2015-11-11,1866603,5
2015-11-11,1928015,3
2015-11-11,1995384,3
2015-11-11,2000263,7
2015-11-11,2022783,21
2015-11-11,2099261,5
2015-11-11,2145622,15
2015-11-11,2150546,7
2015-11-11,2178768,5
2015-11-11,2188751,5
2015-11-11,2192941,7
2015-11-11,2195278,3
2015-11-11,2217701,3
2015-11-11,2325843,3
2015-11-11,2405085,9
2015-11-11,2547561,23
2015-11-11,2657432,3
2015-11-11,2685164,3
2015-11-11,2864562,5
2015-11-11,3019374,21
2015-11-11,3069166,3
2015-11-11,351661,51
2015-11-11,352934,25
2015-11-11,376630,19
2015-11-11,392426,75
2015-11-11,394138,5
2015-11-11,401156,55
2015-11-11,405110,41
2015-11-11,424248,23
2015-11-11,427497,51
2015-11-11,434059,25
2015-11-11,434336,11
2015-11-11,440993,7
2015-11-11,443364,21
2015-11-11,448227,11
2015-11-11,451841,25
2015-11-11,451932,21
2015-11-11,453345,13
2015-11-11,453399,61
2015-11-11,459432,11
2015-11-11,462197,5
2015-11-11,478371,63
2015-11-11,478541,11
2015-11-11,478799,11
2015-11-11,482488,25
2015-11-11,485127,3
2015-11-11,485507,13
2015-11-11,494836,15
2015-11-11,495313,17
2015-11-11,496978,39
2015-11-11,547848,25
2015-11-11,704566,5
2015-11-11,721379,15
2015-11-11,749218,5
2015-11-11,753070,3
2015-11-11,753208,7
2015-11-11,787080,17
2015-11-11,869751,31
2015-11-11,929284,5
2015-11-11,930495,13
2015-11-11,937663,7
2015-11-11,983944,7
2015-11-11,988350,27
2015-11-11,991212,15
2015-11-11,1008816,13
2015-11-11,1014490,3
2015-11-11,1072635,21
2015-11-11,1139367,39
2015-11-11,1206515,5
2015-11-11,1206544,11
2015-11-11,1206840,7
2015-11-11,1206878,3
2015-11-11,1207291,5
2015-11-11,1236678,19
2015-11-11,1238331,13
2015-11-11,1247747,7
2015-11-11,1303442,13
2015-11-11,1318670,15
2015-11-11,1419445,9
2015-11-11,1507696,5
2015-11-11,1515109,41
2015-11-11,1520595,5
2015-11-11,1525524,5
2015-11-11,1526203,5
2015-11-11,1526623,11
2015-11-11,1526641,3
2015-11-11,1526823,15
2015-11-11,1542589,3
2015-11-11,1559763,3
2015-11-11,1575919,11
2015-11-11,1618842,9
2015-11-11,1659241,3
2015-11-11,1662974,3
2015-11-11,1668459,3
2015-11-11,1677647,17
2015-11-11,1677898,15
2015-11-11,1678059,41
2015-11-11,1683533,3
2015-11-11,1730412,3
2015-11-11,1735965,3
2015-11-11,1741886,3
2015-11-11,1764215,7
2015-11-11,1788758,29
2015-11-11,1795959,3
2015-11-11,1796631,11
2015-11-11,1814796,15
2015-11-11,1816480,17
2015-11-11,1828525,3
2015-11-11,1845703,29
2015-11-11,1889294,3
2015-11-11,1902733,7
2015-11-11,1928269,5
2015-11-11,1949001,5
2015-11-11,1968626,13
2015-11-11,2043852,3
2015-11-11,2069419,11
2015-11-11,2160304,3
2015-11-11,2164979,7
2015-11-11,2165485,11
2015-11-11,2189173,3
2015-11-11,2205636,3
2015-11-11,2300838,5
2015-11-11,2324014,11
2015-11-11,2362770,7
2015-11-11,2416730,75
2015-11-11,2570235,3
2015-11-11,2732176,5
2015-11-11,3018443,17
2015-11-11,3329949,3
2015-11-11,351642,33
2015-11-11,376673,3
2015-11-11,382789,15
2015-11-11,382884,45
2015-11-11,385765,27
2015-11-11,399307,51
2015-11-11,436130,27
2015-11-11,436187,79
2015-11-11,441291,21
2015-11-11,443793,11
2015-11-11,444549,57
2015-11-11,445115,5
2015-11-11,446299,47
2015-11-11,446493,69
2015-11-11,448029,11
2015-11-11,448674,3
2015-11-11,461483,3
2015-11-11,466319,3
2015-11-11,478580,5
2015-11-11,486234,3
2015-11-11,498607,89
2015-11-11,498644,11
2015-11-11,548928,23
2015-11-11,556193,3
2015-11-11,705325,9
2015-11-11,721880,27
2015-11-11,732458,5
2015-11-11,752530,5
2015-11-11,815197,3
2015-11-11,874429,41
2015-11-11,917961,3
2015-11-11,1006258,7
2015-11-11,1087593,27
2015-11-11,1134202,3
2015-11-11,1158301,5
2015-11-11,1206246,19
2015-11-11,1206458,13
2015-11-11,1207130,7
2015-11-11,1207675,31
2015-11-11,1207843,17
2015-11-11,1218927,13
2015-11-11,1218968,3
2015-11-11,1218994,3
2015-11-11,1227694,3
2015-11-11,1234560,5
2015-11-11,1246555,3
2015-11-11,1247673,3
2015-11-11,1311435,23
2015-11-11,1323294,3
2015-11-11,1374660,7
2015-11-11,1487979,7
2015-11-11,1494830,9
2015-11-11,1499435,9
2015-11-11,1525804,19
2015-11-11,1526531,9
2015-11-11,1526790,5
2015-11-11,1575922,11
2015-11-11,1605626,3
2015-11-11,1659913,9
2015-11-11,1667356,3
2015-11-11,1675130,3
2015-11-11,1677592,79
2015-11-11,1678077,15
2015-11-11,1678123,3
2015-11-11,1678153,5
2015-11-11,1747626,15
2015-11-11,1752258,3
2015-11-11,1782030,3
2015-11-11,1820740,3
2015-11-11,1831203,3
2015-11-11,1832686,29
2015-11-11,1839003,5
2015-11-11,1845690,9
2015-11-11,1938151,5
2015-11-11,1938290,3
2015-11-11,1981542,5
2015-11-11,2021651,17
2015-11-11,2096232,3
2015-11-11,2124634,3
2015-11-11,2126937,47
2015-11-11,2165141,3
2015-11-11,2188917,5
2015-11-11,2242746,3
2015-11-11,2290527,3
2015-11-11,2341724,7
2015-11-11,2371859,7
2015-11-11,2373499,19
2015-11-11,2385751,21
2015-11-11,2776082,9
2015-11-11,3009358,5
2015-11-11,3018433,39
2015-11-11,352941,63
2015-11-11,375003,11
2015-11-11,376800,5
2015-11-11,382749,35
2015-11-11,392481,19
2015-11-11,432833,25
2015-11-11,433206,11
2015-11-11,435498,17
2015-11-11,436236,39
2015-11-11,438637,23
2015-11-11,442909,11
2015-11-11,444381,33
2015-11-11,444795,5
2015-11-11,445072,17
2015-11-11,449729,9
2015-11-11,453937,45
2015-11-11,454474,35
2015-11-11,462210,3
2015-11-11,468493,3
2015-11-11,481935,9
2015-11-11,485359,3
2015-11-11,486386,5
2015-11-11,491916,7
2015-11-11,493182,17
2015-11-11,495222,9
2015-11-11,497979,17
2015-11-11,498716,63
2015-11-11,683555,11
2015-11-11,790346,3
2015-11-11,814976,7
2015-11-11,937732,5
2015-11-11,942523,27
2015-11-11,943557,15
2015-11-11,945829,5
2015-11-11,983749,11
2015-11-11,1067770,13
2015-11-11,1074655,9
2015-11-11,1126019,25
2015-11-11,1126035,5
2015-11-11,1202193,7
2015-11-11,1206419,27
2015-11-11,1206593,15
2015-11-11,1207214,5
2015-11-11,1207579,27
2015-11-11,1228196,11
2015-11-11,1236462,33
2015-11-11,1248761,5
2015-11-11,1257787,9
2015-11-11,1258233,5
2015-11-11,1287295,3
2015-11-11,1312950,3
2015-11-11,1313071,11
2015-11-11,1385258,3
2015-11-11,1407386,3
2015-11-11,1452010,31
2015-11-11,1465799,5
